Step;RediscrTime/s;RANDOM-phi1-PHI-phi2;0-60-55-45;1-0-30-45;SumRediscrVolume=8e+06
580;272.359;0;563148;7.43685e+06;
581;272.828;0;555905;7.4441e+06;
582;273.297;0;548661;7.45134e+06;
583;273.765;0;541515;7.45849e+06;
584;274.234;0;534843;7.46516e+06;
585;274.703;0;528172;7.47183e+06;
586;275.172;0;521501;7.4785e+06;
587;275.641;0;514830;7.48517e+06;
588;276.109;0;508158;7.49184e+06;
589;276.578;0;501487;7.49851e+06;
590;277.047;0;494816;7.50518e+06;
591;277.516;0;488144;7.51186e+06;
592;277.984;0;481473;7.51853e+06;
593;278.453;0;474974;7.52503e+06;
594;278.922;0;468696;7.5313e+06;
595;279.391;0;462418;7.53758e+06;
596;279.86;0;456139;7.54386e+06;
597;280.328;0;449861;7.55014e+06;
598;280.797;0;443583;7.55642e+06;
599;281.266;0;437304;7.5627e+06;
600;281.735;0;431026;7.56897e+06;
601;282.203;0;424748;7.57525e+06;
602;282.672;0;418469;7.58153e+06;
603;283.141;0;412191;7.58781e+06;
604;283.61;0;405913;7.59409e+06;
605;284.079;0;399634;7.60037e+06;
606;284.547;0;394001;7.606e+06;
607;285.016;0;389111;7.61089e+06;
608;285.485;0;384222;7.61578e+06;
609;285.954;0;379332;7.62067e+06;
610;286.422;0;374442;7.62556e+06;
611;286.891;0;369553;7.63045e+06;
612;287.36;0;364663;7.63534e+06;
613;287.829;0;359773;7.64023e+06;
614;288.298;0;354884;7.64512e+06;
615;288.766;0;349994;7.65001e+06;
616;289.235;0;345104;7.6549e+06;
617;289.704;0;340215;7.65979e+06;
618;290.173;0;335325;7.66467e+06;
619;290.641;0;330435;7.66956e+06;
620;291.11;0;325546;7.67445e+06;
621;291.579;0;320656;7.67934e+06;
622;292.048;0;315961;7.68404e+06;
623;292.516;0;311861;7.68814e+06;
624;292.985;0;307760;7.69224e+06;
625;293.454;0;303660;7.69634e+06;
626;293.923;0;299559;7.70044e+06;
627;294.392;0;295459;7.70454e+06;
628;294.86;0;291359;7.70864e+06;
629;295.329;0;287258;7.71274e+06;
630;295.798;0;283158;7.71684e+06;
631;296.267;0;279057;7.72094e+06;
632;296.735;0;274957;7.72504e+06;
633;297.204;0;270856;7.72914e+06;
634;297.673;0;266756;7.73324e+06;
635;298.142;0;262655;7.73734e+06;
636;298.611;0;258555;7.74145e+06;
637;299.079;0;254454;7.74555e+06;
638;299.548;0;250354;7.74965e+06;
639;300.017;0;246254;7.75375e+06;
640;300.486;0;242153;7.75785e+06;
641;300.954;0;238053;7.76195e+06;
642;301.423;0;234813;7.76519e+06;
643;301.892;0;231809;7.76819e+06;
644;302.361;0;228804;7.7712e+06;
645;302.83;0;225799;7.7742e+06;
646;303.298;0;222795;7.77721e+06;
647;303.767;0;219790;7.78021e+06;
648;304.236;0;216785;7.78321e+06;
649;304.705;0;213781;7.78622e+06;
650;305.173;0;210776;7.78922e+06;
651;305.642;0;207771;7.79223e+06;
652;306.111;0;204767;7.79523e+06;
653;306.58;0;201762;7.79824e+06;
654;307.049;0;198757;7.80124e+06;
655;307.517;0;195753;7.80425e+06;
656;307.986;0;192748;7.80725e+06;
657;308.455;0;189743;7.81026e+06;
658;308.924;0;186739;7.81326e+06;
659;309.392;0;183734;7.81627e+06;
660;309.861;0;180729;7.81927e+06;
661;310.33;0;177725;7.82228e+06;
662;310.799;0;174720;7.82528e+06;
663;311.268;0;171715;7.82828e+06;
664;311.736;0;168711;7.83129e+06;
665;312.205;0;165706;7.83429e+06;
666;312.674;0;162701;7.8373e+06;
667;313.143;0;159697;7.8403e+06;
668;313.611;0;157591;7.84241e+06;
669;314.08;0;155660;7.84434e+06;
670;314.549;0;153728;7.84627e+06;
671;315.018;0;151797;7.8482e+06;
672;315.487;0;149865;7.85013e+06;
673;315.955;0;147934;7.85207e+06;
674;316.424;0;146003;7.854e+06;
675;316.893;0;144071;7.85593e+06;
676;317.362;0;142140;7.85786e+06;
677;317.83;0;140208;7.85979e+06;
678;318.299;0;138277;7.86172e+06;
679;318.768;0;136345;7.86365e+06;
680;319.237;0;134414;7.86559e+06;
681;319.706;0;132482;7.86752e+06;
682;320.174;0;130551;7.86945e+06;
683;320.643;0;128620;7.87138e+06;
684;321.112;0;126688;7.87331e+06;
685;321.581;0;124757;7.87524e+06;
686;322.049;0;122825;7.87717e+06;
687;322.518;0;120894;7.87911e+06;
688;322.987;0;118962;7.88104e+06;
689;323.456;0;117031;7.88297e+06;
690;323.925;0;115100;7.8849e+06;
691;324.393;0;113168;7.88683e+06;
692;324.862;0;111237;7.88876e+06;
693;325.331;0;109305;7.89069e+06;
694;325.8;0;107374;7.89263e+06;
695;326.268;0;105442;7.89456e+06;
696;326.737;0;103511;7.89649e+06;
697;327.206;0;101580;7.89842e+06;
698;327.675;0;99648.1;7.90035e+06;
699;328.144;0;97716.7;7.90228e+06;
700;328.612;0;95785.3;7.90421e+06;
701;329.081;0;93853.8;7.90615e+06;
702;329.55;0;91922.4;7.90808e+06;
703;330.019;0;89991;7.91001e+06;
704;330.487;0;88059.5;7.91194e+06;
705;330.956;0;86128.1;7.91387e+06;
706;331.425;0;84196.7;7.9158e+06;
707;331.894;0;82265.2;7.91773e+06;
708;332.362;0;80333.8;7.91967e+06;
709;332.831;0;78402.4;7.9216e+06;
710;333.3;0;77585.9;7.92241e+06;
711;333.769;0;77313.4;7.92269e+06;
712;334.238;0;77041;7.92296e+06;
713;334.706;0;76768.5;7.92323e+06;
714;335.175;0;76496;7.9235e+06;
715;335.644;0;76223.6;7.92378e+06;
716;336.113;0;75951.1;7.92405e+06;
717;336.581;0;75678.6;7.92432e+06;
718;337.05;0;75406.2;7.92459e+06;
719;337.519;0;75133.7;7.92487e+06;
720;337.988;0;74861.2;7.92514e+06;
721;338.457;0;74588.8;7.92541e+06;
722;338.925;0;74316.3;7.92568e+06;
723;339.394;0;74043.9;7.92596e+06;
724;339.863;0;73771.4;7.92623e+06;
725;340.332;0;73498.9;7.9265e+06;
726;340.8;0;73226.5;7.92677e+06;
727;341.269;0;72954;7.92705e+06;
728;341.738;0;72681.5;7.92732e+06;
729;342.207;0;72409.1;7.92759e+06;
730;342.676;0;72136.6;7.92786e+06;
731;343.144;0;71864.1;7.92814e+06;
732;343.613;0;71591.7;7.92841e+06;
733;344.082;0;71319.2;7.92868e+06;
734;344.551;0;71046.7;7.92895e+06;
735;345.019;0;70774.3;7.92923e+06;
736;345.488;0;70501.8;7.9295e+06;
737;345.957;0;70229.4;7.92977e+06;
738;346.426;0;69956.9;7.93004e+06;
739;346.895;0;69684.4;7.93032e+06;
740;347.363;0;69412;7.93059e+06;
741;347.832;0;69139.5;7.93086e+06;
742;348.301;0;68867;7.93113e+06;
743;348.77;0;68594.6;7.93141e+06;
744;349.238;0;68322.1;7.93168e+06;
745;349.707;0;68049.6;7.93195e+06;
746;350.176;0;67777.2;7.93222e+06;
747;350.645;0;67504.7;7.9325e+06;
748;351.114;0;67232.3;7.93277e+06;
749;351.582;0;66959.8;7.93304e+06;
750;352.051;0;66687.3;7.93331e+06;
751;352.52;0;66414.9;7.93359e+06;
752;352.989;0;66142.4;7.93386e+06;
753;353.457;0;65869.9;7.93413e+06;
754;353.926;0;65597.5;7.9344e+06;
755;354.395;0;65325;7.93467e+06;
756;354.864;0;65052.5;7.93495e+06;
757;355.333;0;64780.1;7.93522e+06;
758;355.801;0;64507.6;7.93549e+06;
759;356.27;0;64235.1;7.93576e+06;
760;356.739;0;63962.7;7.93604e+06;
761;357.208;0;63690.2;7.93631e+06;
762;357.676;0;63417.8;7.93658e+06;
763;358.145;0;63145.3;7.93685e+06;
764;358.614;0;62872.8;7.93713e+06;
765;359.083;0;62600.4;7.9374e+06;
766;359.552;0;62327.9;7.93767e+06;
767;360.02;0;62055.4;7.93794e+06;
768;360.489;0;61783;7.93822e+06;
769;360.958;0;61510.5;7.93849e+06;
770;361.427;0;61238;7.93876e+06;
771;361.895;0;60965.6;7.93903e+06;
772;362.364;0;60693.1;7.93931e+06;
773;362.833;0;60420.7;7.93958e+06;
774;363.302;0;60148.2;7.93985e+06;
775;363.771;0;59875.7;7.94012e+06;
776;364.239;0;59603.3;7.9404e+06;
777;364.708;0;59330.8;7.94067e+06;
778;365.177;0;59058.3;7.94094e+06;
779;365.646;0;58785.9;7.94121e+06;
780;366.114;0;58513.4;7.94149e+06;
781;366.583;0;58240.9;7.94176e+06;
782;367.052;0;57968.5;7.94203e+06;
783;367.521;0;57696;7.9423e+06;
784;367.989;0;57423.5;7.94258e+06;
785;368.458;0;57151.1;7.94285e+06;
786;368.927;0;56878.6;7.94312e+06;
787;369.396;0;56606.2;7.94339e+06;
788;369.865;0;56333.7;7.94367e+06;
789;370.333;0;56061.2;7.94394e+06;
790;370.802;0;55788.8;7.94421e+06;
791;371.271;0;55516.3;7.94448e+06;
792;371.74;0;55243.8;7.94476e+06;
793;372.208;0;54971.4;7.94503e+06;
794;372.677;0;54698.9;7.9453e+06;
795;373.146;0;54426.4;7.94557e+06;
796;373.615;0;54154;7.94585e+06;
797;374.084;0;53881.5;7.94612e+06;
798;374.552;0;53609.1;7.94639e+06;
799;375.021;0;53336.6;7.94666e+06;
800;375.49;0;53064.1;7.94694e+06;
801;375.959;0;52791.7;7.94721e+06;
802;376.427;0;52519.2;7.94748e+06;
803;376.896;0;52246.7;7.94775e+06;
804;377.365;0;51974.3;7.94803e+06;
805;377.834;0;51701.8;7.9483e+06;
806;378.303;0;51429.3;7.94857e+06;
807;378.771;0;51156.9;7.94884e+06;
808;379.24;0;50884.4;7.94912e+06;
809;379.709;0;50612;7.94939e+06;
810;380.178;0;50339.5;7.94966e+06;
811;380.646;0;50067;7.94993e+06;
812;381.115;0;49794.6;7.95021e+06;
813;381.584;0;49522.1;7.95048e+06;
814;382.053;0;49249.6;7.95075e+06;
815;382.522;0;48977.2;7.95102e+06;
816;382.99;0;48704.7;7.9513e+06;
817;383.459;0;48432.2;7.95157e+06;
818;383.928;0;48159.8;7.95184e+06;
819;384.397;0;47887.3;7.95211e+06;
820;384.865;0;47614.8;7.95239e+06;
821;385.334;0;47342.4;7.95266e+06;
822;385.803;0;47069.9;7.95293e+06;
823;386.272;0;46797.5;7.9532e+06;
824;386.741;0;46525;7.95348e+06;
825;387.209;0;46252.5;7.95375e+06;
826;387.678;0;45980.1;7.95402e+06;
827;388.147;0;45707.6;7.95429e+06;
828;388.616;0;45435.1;7.95456e+06;
829;389.084;0;45162.7;7.95484e+06;
830;389.553;0;44890.2;7.95511e+06;
831;390.022;0;44617.7;7.95538e+06;
832;390.491;0;44345.3;7.95565e+06;
833;390.96;0;44072.8;7.95593e+06;
834;391.428;0;43800.4;7.9562e+06;
835;391.897;0;43527.9;7.95647e+06;
836;392.366;0;43255.4;7.95674e+06;
837;392.835;0;42983;7.95702e+06;
838;393.303;0;42710.5;7.95729e+06;
839;393.772;0;42438;7.95756e+06;
840;394.241;0;42165.6;7.95783e+06;
841;394.71;0;41893.1;7.95811e+06;
842;395.179;0;41620.6;7.95838e+06;
843;395.647;0;41348.2;7.95865e+06;
844;396.116;0;41075.7;7.95892e+06;
845;396.585;0;40803.2;7.9592e+06;
846;397.054;0;40530.8;7.95947e+06;
847;397.522;0;40258.3;7.95974e+06;
848;397.991;0;39985.9;7.96001e+06;
849;398.46;0;39713.4;7.96029e+06;
850;398.929;0;39440.9;7.96056e+06;
851;399.398;0;39168.5;7.96083e+06;
852;399.866;0;38896;7.9611e+06;
853;400.335;0;38623.5;7.96138e+06;
854;400.804;0;38351.1;7.96165e+06;
855;401.273;0;38078.6;7.96192e+06;
856;401.741;0;37806.1;7.96219e+06;
857;402.21;0;37533.7;7.96247e+06;
858;402.679;0;37261.2;7.96274e+06;
859;403.148;0;36988.8;7.96301e+06;
860;403.617;0;36716.3;7.96328e+06;
861;404.085;0;36443.8;7.96356e+06;
862;404.554;0;36171.4;7.96383e+06;
863;405.023;0;35898.9;7.9641e+06;
864;405.492;0;35626.4;7.96437e+06;
865;405.96;0;35354;7.96465e+06;
866;406.429;0;35081.5;7.96492e+06;
867;406.898;0;34809;7.96519e+06;
868;407.367;0;34536.6;7.96546e+06;
869;407.835;0;34264.1;7.96574e+06;
870;408.304;0;33991.6;7.96601e+06;
871;408.773;0;33719.2;7.96628e+06;
872;409.242;0;33446.7;7.96655e+06;
873;409.711;0;33174.3;7.96683e+06;
874;410.179;0;32901.8;7.9671e+06;
875;410.648;0;32629.3;7.96737e+06;
876;411.117;0;32356.9;7.96764e+06;
877;411.586;0;32084.4;7.96792e+06;
878;412.054;0;31811.9;7.96819e+06;
879;412.523;0;31539.5;7.96846e+06;
880;412.992;0;31267;7.96873e+06;
881;413.461;0;30994.5;7.96901e+06;
882;413.93;0;30722.1;7.96928e+06;
883;414.398;0;30449.6;7.96955e+06;
884;414.867;0;30177.2;7.96982e+06;
885;415.336;0;29904.7;7.9701e+06;
886;415.805;0;29632.2;7.97037e+06;
887;416.273;0;29359.8;7.97064e+06;
888;416.742;0;29087.3;7.97091e+06;
889;417.211;0;28814.8;7.97119e+06;
890;417.68;0;28542.4;7.97146e+06;
891;418.149;0;28269.9;7.97173e+06;
892;418.617;0;27997.4;7.972e+06;
893;419.086;0;27725;7.97228e+06;
894;419.555;0;27452.5;7.97255e+06;
895;420.024;0;27180;7.97282e+06;
896;420.492;0;26907.6;7.97309e+06;
897;420.961;0;26635.1;7.97336e+06;
898;421.43;0;26362.7;7.97364e+06;
899;421.899;0;26090.2;7.97391e+06;
900;422.368;0;25817.7;7.97418e+06;
901;422.836;0;25545.3;7.97445e+06;
902;423.305;0;25272.8;7.97473e+06;
903;423.774;0;25000.3;7.975e+06;
904;424.243;0;24727.9;7.97527e+06;
905;424.711;0;24455.4;7.97554e+06;
906;425.18;0;24182.9;7.97582e+06;
907;425.649;0;23910.5;7.97609e+06;
908;426.118;0;23638;7.97636e+06;
909;426.587;0;23365.6;7.97663e+06;
910;427.055;0;23093.1;7.97691e+06;
911;427.524;0;22820.6;7.97718e+06;
912;427.993;0;22548.2;7.97745e+06;
913;428.462;0;22275.7;7.97772e+06;
914;428.93;0;22003.2;7.978e+06;
915;429.399;0;21730.8;7.97827e+06;
916;429.868;0;21458.3;7.97854e+06;
917;430.337;0;21185.8;7.97881e+06;
918;430.806;0;20913.4;7.97909e+06;
919;431.274;0;20640.9;7.97936e+06;
920;431.743;0;20368.5;7.97963e+06;
921;432.212;0;20096;7.9799e+06;
922;432.681;0;19823.5;7.98018e+06;
923;433.149;0;19551.1;7.98045e+06;
924;433.618;0;19278.6;7.98072e+06;
925;434.087;0;19006.1;7.98099e+06;
926;434.556;0;18733.7;7.98127e+06;
927;435.025;0;18461.2;7.98154e+06;
928;435.493;0;18188.7;7.98181e+06;
929;435.962;0;17916.3;7.98208e+06;
930;436.431;0;17643.8;7.98236e+06;
931;436.9;0;17371.3;7.98263e+06;
932;437.368;0;17098.9;7.9829e+06;
933;437.837;0;16826.4;7.98317e+06;
934;438.306;0;16554;7.98345e+06;
935;438.775;0;16281.5;7.98372e+06;
936;439.244;0;16009;7.98399e+06;
937;439.712;0;15736.6;7.98426e+06;
938;440.181;0;15464.1;7.98454e+06;
939;440.65;0;15191.6;7.98481e+06;
940;441.119;0;14919.2;7.98508e+06;
941;441.587;0;14646.7;7.98535e+06;
942;442.056;0;14374.2;7.98563e+06;
943;442.525;0;14101.8;7.9859e+06;
944;442.994;0;13829.3;7.98617e+06;
945;443.463;0;13556.9;7.98644e+06;
946;443.931;0;13284.4;7.98672e+06;
947;444.4;0;13011.9;7.98699e+06;
948;444.869;0;12739.5;7.98726e+06;
949;445.338;0;12467;7.98753e+06;
950;445.806;0;12194.5;7.98781e+06;
951;446.275;0;11922.1;7.98808e+06;
952;446.744;0;11649.6;7.98835e+06;
953;447.213;0;11377.1;7.98862e+06;
954;447.681;0;11104.7;7.9889e+06;
955;448.15;0;10832.2;7.98917e+06;
956;448.619;0;10559.7;7.98944e+06;
957;449.088;0;10287.3;7.98971e+06;
958;449.557;0;10014.8;7.98999e+06;
959;450.025;0;9742.36;7.99026e+06;
960;450.494;0;9469.89;7.99053e+06;
961;450.963;0;9197.43;7.9908e+06;
962;451.432;0;8924.96;7.99108e+06;
963;451.9;0;8652.5;7.99135e+06;
964;452.369;0;8380.04;7.99162e+06;
965;452.838;0;8107.57;7.99189e+06;
966;453.307;0;7835.11;7.99216e+06;
967;453.776;0;7562.64;7.99244e+06;
968;454.244;0;7290.18;7.99271e+06;
969;454.713;0;7017.72;7.99298e+06;
970;455.182;0;6745.25;7.99325e+06;
971;455.651;0;6472.79;7.99353e+06;
972;456.119;0;6200.32;7.9938e+06;
973;456.588;0;5927.86;7.99407e+06;
974;457.057;0;5655.4;7.99434e+06;
975;457.526;0;5382.93;7.99462e+06;
976;457.995;0;5110.47;7.99489e+06;
977;458.463;0;4838;7.99516e+06;
978;458.932;0;4565.54;7.99543e+06;
979;459.401;0;4293.08;7.99571e+06;
980;459.87;0;4020.61;7.99598e+06;
981;460.338;0;3748.15;7.99625e+06;
982;460.807;0;3475.68;7.99652e+06;
983;461.276;0;3203.22;7.9968e+06;
984;461.745;0;2930.76;7.99707e+06;
985;462.214;0;2658.29;7.99734e+06;
986;462.682;0;2385.83;7.99761e+06;
987;463.151;0;2113.36;7.99789e+06;
988;463.62;0;1840.9;7.99816e+06;
989;464.089;0;1568.44;7.99843e+06;
990;464.557;0;1295.97;7.9987e+06;
991;465.026;0;1023.51;7.99898e+06;
992;465.495;0;751.045;7.99925e+06;
993;465.964;0;478.581;7.99952e+06;
994;466.433;0;206.117;7.99979e+06;
995;466.901;0;0;8e+06;
996;467.37;0;0;8e+06;
997;467.839;0;0;8e+06;
998;468.308;0;0;8e+06;
999;468.776;0;0;8e+06;
