Step;RediscrTime/s;SumRediscrVolume--8e+06--;X;lnt;ln(-ln(1-X))
477;224.075;6.23151e+06;0.778938;5.41198;0.411655
478;224.544;6.24657e+06;0.780821;5.41407;0.417306
479;225.013;6.26163e+06;0.782704;5.41616;0.422973
480;225.481;6.28084e+06;0.785105;5.41824;0.430225
481;225.95;6.30021e+06;0.787527;5.42031;0.43757
482;226.419;6.31959e+06;0.789949;5.42239;0.444945
483;226.888;6.33451e+06;0.791814;5.42446;0.450645
484;227.357;6.34768e+06;0.79346;5.42652;0.45569
485;227.825;6.36085e+06;0.795106;5.42858;0.46075
486;228.294;6.37402e+06;0.796752;5.43063;0.465825
487;228.763;6.38718e+06;0.798398;5.43269;0.470915
488;229.232;6.40035e+06;0.800044;5.43473;0.476021
489;229.7;6.41403e+06;0.801754;5.43678;0.481344
490;230.169;6.42944e+06;0.80368;5.43881;0.487358
491;230.638;6.44484e+06;0.805606;5.44085;0.493394
492;231.107;6.46025e+06;0.807531;5.44288;0.499454
493;231.576;6.47566e+06;0.809457;5.44491;0.505538
494;232.044;6.49106e+06;0.811383;5.44693;0.511646
495;232.513;6.50647e+06;0.813308;5.44895;0.51778
496;232.982;6.5229e+06;0.815363;5.45096;0.524352
497;233.451;6.5397e+06;0.817462;5.45297;0.531098
498;233.919;6.55649e+06;0.819561;5.45498;0.537875
499;234.388;6.57328e+06;0.821661;5.45698;0.544686
500;234.857;6.59008e+06;0.82376;5.45898;0.55153
501;235.326;6.60687e+06;0.825859;5.46097;0.558409
502;235.795;6.62237e+06;0.827796;5.46296;0.564788
503;236.263;6.63411e+06;0.829264;5.46495;0.569642
504;236.732;6.64585e+06;0.830731;5.46693;0.574515
505;237.201;6.65763e+06;0.832203;5.46891;0.579419
506;237.67;6.67189e+06;0.833986;5.47088;0.585385
507;238.138;6.68615e+06;0.835768;5.47285;0.591379
508;238.607;6.70041e+06;0.837551;5.47482;0.597402
509;239.076;6.71467e+06;0.839333;5.47678;0.603455
510;239.545;6.72893e+06;0.841116;5.47874;0.609538
511;240.014;6.74319e+06;0.842899;5.4807;0.615653
512;240.482;6.75537e+06;0.844421;5.48265;0.620901
513;240.951;6.76568e+06;0.84571;5.48459;0.625361
514;241.42;6.77599e+06;0.846998;5.48654;0.629838
515;241.889;6.78629e+06;0.848287;5.48848;0.634332
516;242.357;6.7966e+06;0.849575;5.49041;0.638845
517;242.826;6.80691e+06;0.850864;5.49235;0.643376
518;243.295;6.81741e+06;0.852176;5.49427;0.648011
519;243.764;6.8327e+06;0.854088;5.4962;0.654797
520;244.233;6.848e+06;0.856;5.49812;0.661626
521;244.701;6.86329e+06;0.857911;5.50004;0.668498
522;245.17;6.87859e+06;0.859823;5.50195;0.675416
523;245.639;6.89388e+06;0.861735;5.50386;0.682381
524;246.108;6.90917e+06;0.863647;5.50577;0.689393
525;246.576;6.92155e+06;0.865194;5.50767;0.695104
526;247.045;6.93156e+06;0.866445;5.50957;0.699748
527;247.514;6.94157e+06;0.867697;5.51147;0.704413
528;247.983;6.95159e+06;0.868948;5.51336;0.709101
529;248.452;6.9616e+06;0.8702;5.51525;0.713811
530;248.92;6.97161e+06;0.871451;5.51713;0.718545
531;249.389;6.9817e+06;0.872713;5.51901;0.723342
532;249.858;6.99301e+06;0.874126;5.52089;0.728742
533;250.327;7.00431e+06;0.875539;5.52277;0.734174
534;250.795;7.01561e+06;0.876951;5.52464;0.739638
535;251.264;7.02691e+06;0.878364;5.5265;0.745134
536;251.733;7.03822e+06;0.879777;5.52837;0.750664
537;252.202;7.04952e+06;0.88119;5.53023;0.756229
538;252.67;7.06119e+06;0.882648;5.53209;0.762011
539;253.139;7.07313e+06;0.884141;5.53394;0.767966
540;253.608;7.08506e+06;0.885633;5.53579;0.773962
541;254.077;7.097e+06;0.887125;5.53764;0.780001
542;254.546;7.10894e+06;0.888617;5.53948;0.786082
543;255.014;7.12087e+06;0.890109;5.54132;0.792209
544;255.483;7.1326e+06;0.891575;5.54316;0.798271
545;255.952;7.14221e+06;0.892777;5.54499;0.803275
546;256.421;7.15183e+06;0.893978;5.54682;0.80831
547;256.889;7.16144e+06;0.89518;5.54865;0.813377
548;257.358;7.17106e+06;0.896382;5.55047;0.818476
549;257.827;7.18067e+06;0.897584;5.55229;0.823609
550;258.296;7.19028e+06;0.898785;5.55411;0.828775
551;258.765;7.1999e+06;0.899987;5.55592;0.833976
552;259.233;7.20951e+06;0.901189;5.55773;0.839213
553;259.702;7.21912e+06;0.90239;5.55954;0.844485
554;260.171;7.2284e+06;0.90355;5.56134;0.84961
555;260.64;7.23709e+06;0.904636;5.56314;0.854438
556;261.108;7.24577e+06;0.905721;5.56494;0.859298
557;261.577;7.25446e+06;0.906807;5.56673;0.86419
558;262.046;7.26314e+06;0.907893;5.56852;0.869115
559;262.515;7.27182e+06;0.908978;5.57031;0.874074
560;262.984;7.28051e+06;0.910064;5.57209;0.879068
561;263.452;7.28919e+06;0.911149;5.57387;0.884097
562;263.921;7.29788e+06;0.912235;5.57565;0.889162
563;264.39;7.30656e+06;0.91332;5.57742;0.894264
564;264.859;7.31477e+06;0.914346;5.5792;0.89912
565;265.327;7.32269e+06;0.915336;5.58096;0.903841
566;265.796;7.33061e+06;0.916327;5.58273;0.908596
567;266.265;7.33854e+06;0.917317;5.58449;0.913384
568;266.734;7.34646e+06;0.918308;5.58625;0.918207
569;267.203;7.35439e+06;0.919298;5.58801;0.923065
570;267.671;7.36231e+06;0.920289;5.58976;0.92796
571;268.14;7.37023e+06;0.921279;5.59151;0.932891
572;268.609;7.37816e+06;0.922269;5.59326;0.937859
573;269.078;7.38608e+06;0.92326;5.595;0.942867
574;269.546;7.39339e+06;0.924174;5.59674;0.947523
575;270.015;7.40063e+06;0.925079;5.59848;0.95217
576;270.484;7.40788e+06;0.925985;5.60021;0.956851
577;270.953;7.41512e+06;0.92689;5.60194;0.961567
578;271.422;7.42236e+06;0.927796;5.60367;0.96632
579;271.89;7.42961e+06;0.928701;5.6054;0.97111
580;272.359;7.43685e+06;0.929606;5.60712;0.975938
581;272.828;7.4441e+06;0.930512;5.60884;0.980804
582;273.297;7.45134e+06;0.931417;5.61056;0.985711
583;273.765;7.45849e+06;0.932311;5.61227;0.990591
584;274.234;7.46516e+06;0.933145;5.61398;0.995184
585;274.703;7.47183e+06;0.933978;5.61569;0.999813
586;275.172;7.4785e+06;0.934812;5.6174;1.00448
587;275.641;7.48517e+06;0.935646;5.6191;1.00918
588;276.109;7.49184e+06;0.93648;5.6208;1.01393
589;276.578;7.49851e+06;0.937314;5.62249;1.01871
590;277.047;7.50518e+06;0.938148;5.62419;1.02353
591;277.516;7.51186e+06;0.938982;5.62588;1.0284
592;277.984;7.51853e+06;0.939816;5.62757;1.03331
593;278.453;7.52503e+06;0.940628;5.62925;1.03813
594;278.922;7.5313e+06;0.941413;5.63093;1.04283
595;279.391;7.53758e+06;0.942198;5.63261;1.04757
596;279.86;7.54386e+06;0.942983;5.63429;1.05236
597;280.328;7.55014e+06;0.943767;5.63596;1.05719
598;280.797;7.55642e+06;0.944552;5.63763;1.06206
599;281.266;7.5627e+06;0.945337;5.6393;1.06697
600;281.735;7.56897e+06;0.946122;5.64097;1.07194
601;282.203;7.57525e+06;0.946907;5.64263;1.07695
602;282.672;7.58153e+06;0.947691;5.64429;1.08201
603;283.141;7.58781e+06;0.948476;5.64594;1.08712
604;283.61;7.59409e+06;0.949261;5.6476;1.09228
605;284.079;7.60037e+06;0.950046;5.64925;1.09749
606;284.547;7.606e+06;0.95075;5.6509;1.10222
607;285.016;7.61089e+06;0.951361;5.65255;1.10636
608;285.485;7.61578e+06;0.951972;5.65419;1.11053
609;285.954;7.62067e+06;0.952584;5.65583;1.11474
610;286.422;7.62556e+06;0.953195;5.65747;1.11899
611;286.891;7.63045e+06;0.953806;5.6591;1.12327
612;287.36;7.63534e+06;0.954417;5.66074;1.1276
613;287.829;7.64023e+06;0.955028;5.66237;1.13196
614;288.298;7.64512e+06;0.95564;5.66399;1.13636
615;288.766;7.65001e+06;0.956251;5.66562;1.1408
616;289.235;7.6549e+06;0.956862;5.66724;1.14529
617;289.704;7.65979e+06;0.957473;5.66886;1.14982
618;290.173;7.66467e+06;0.958084;5.67048;1.15439
619;290.641;7.66956e+06;0.958696;5.67209;1.15901
620;291.11;7.67445e+06;0.959307;5.6737;1.16368
621;291.579;7.67934e+06;0.959918;5.67531;1.1684
622;292.048;7.68404e+06;0.960505;5.67692;1.17297
623;292.516;7.68814e+06;0.961017;5.67852;1.177
624;292.985;7.69224e+06;0.96153;5.68012;1.18108
625;293.454;7.69634e+06;0.962043;5.68172;1.18518
626;293.923;7.70044e+06;0.962555;5.68332;1.18933
627;294.392;7.70454e+06;0.963068;5.68491;1.19352
628;294.86;7.70864e+06;0.96358;5.6865;1.19775
629;295.329;7.71274e+06;0.964093;5.68809;1.20202
630;295.798;7.71684e+06;0.964605;5.68968;1.20633
631;296.267;7.72094e+06;0.965118;5.69126;1.21068
632;296.735;7.72504e+06;0.96563;5.69284;1.21509
633;297.204;7.72914e+06;0.966143;5.69442;1.21953
634;297.673;7.73324e+06;0.966656;5.696;1.22403
635;298.142;7.73734e+06;0.967168;5.69757;1.22857
636;298.611;7.74145e+06;0.967681;5.69914;1.23317
637;299.079;7.74555e+06;0.968193;5.70071;1.23782
638;299.548;7.74965e+06;0.968706;5.70228;1.24252
639;300.017;7.75375e+06;0.969218;5.70384;1.24727
640;300.486;7.75785e+06;0.969731;5.7054;1.25208
641;300.954;7.76195e+06;0.970243;5.70696;1.25696
642;301.423;7.76519e+06;0.970648;5.70852;1.26085
643;301.892;7.76819e+06;0.971024;5.71007;1.26449
644;302.361;7.7712e+06;0.9714;5.71162;1.26817
645;302.83;7.7742e+06;0.971775;5.71317;1.27188
646;303.298;7.77721e+06;0.972151;5.71472;1.27563
647;303.767;7.78021e+06;0.972526;5.71626;1.27941
648;304.236;7.78321e+06;0.972902;5.7178;1.28323
649;304.705;7.78622e+06;0.973277;5.71934;1.28709
650;305.173;7.78922e+06;0.973653;5.72088;1.29099
651;305.642;7.79223e+06;0.974029;5.72242;1.29494
652;306.111;7.79523e+06;0.974404;5.72395;1.29892
653;306.58;7.79824e+06;0.97478;5.72548;1.30294
654;307.049;7.80124e+06;0.975155;5.72701;1.30701
655;307.517;7.80425e+06;0.975531;5.72853;1.31112
656;307.986;7.80725e+06;0.975907;5.73005;1.31529
657;308.455;7.81026e+06;0.976282;5.73158;1.31949
658;308.924;7.81326e+06;0.976658;5.73309;1.32375
659;309.392;7.81627e+06;0.977033;5.73461;1.32806
660;309.861;7.81927e+06;0.977409;5.73612;1.33242
661;310.33;7.82228e+06;0.977784;5.73764;1.33683
662;310.799;7.82528e+06;0.97816;5.73915;1.3413
663;311.268;7.82828e+06;0.978536;5.74065;1.34583
664;311.736;7.83129e+06;0.978911;5.74216;1.35041
665;312.205;7.83429e+06;0.979287;5.74366;1.35506
666;312.674;7.8373e+06;0.979662;5.74516;1.35977
667;313.143;7.8403e+06;0.980038;5.74666;1.36454
668;313.611;7.84241e+06;0.980301;5.74815;1.36792
669;314.08;7.84434e+06;0.980543;5.74965;1.37106
670;314.549;7.84627e+06;0.980784;5.75114;1.37422
671;315.018;7.8482e+06;0.981025;5.75263;1.37742
672;315.487;7.85013e+06;0.981267;5.75412;1.38064
673;315.955;7.85207e+06;0.981508;5.7556;1.3839
674;316.424;7.854e+06;0.98175;5.75708;1.38719
675;316.893;7.85593e+06;0.981991;5.75856;1.39051
676;317.362;7.85786e+06;0.982233;5.76004;1.39386
677;317.83;7.85979e+06;0.982474;5.76152;1.39725
678;318.299;7.86172e+06;0.982715;5.76299;1.40068
679;318.768;7.86365e+06;0.982957;5.76446;1.40414
680;319.237;7.86559e+06;0.983198;5.76593;1.40763
681;319.706;7.86752e+06;0.98344;5.7674;1.41117
682;320.174;7.86945e+06;0.983681;5.76887;1.41474
683;320.643;7.87138e+06;0.983923;5.77033;1.41836
684;321.112;7.87331e+06;0.984164;5.77179;1.42202
685;321.581;7.87524e+06;0.984405;5.77325;1.42571
686;322.049;7.87717e+06;0.984647;5.7747;1.42946
687;322.518;7.87911e+06;0.984888;5.77616;1.43325
688;322.987;7.88104e+06;0.98513;5.77761;1.43708
689;323.456;7.88297e+06;0.985371;5.77906;1.44096
690;323.925;7.8849e+06;0.985613;5.78051;1.44489
691;324.393;7.88683e+06;0.985854;5.78196;1.44888
692;324.862;7.88876e+06;0.986095;5.7834;1.45291
693;325.331;7.89069e+06;0.986337;5.78484;1.457
694;325.8;7.89263e+06;0.986578;5.78628;1.46114
695;326.268;7.89456e+06;0.98682;5.78772;1.46534
696;326.737;7.89649e+06;0.987061;5.78916;1.46961
697;327.206;7.89842e+06;0.987303;5.79059;1.47393
698;327.675;7.90035e+06;0.987544;5.79202;1.47832
699;328.144;7.90228e+06;0.987785;5.79345;1.48277
700;328.612;7.90421e+06;0.988027;5.79488;1.48729
701;329.081;7.90615e+06;0.988268;5.7963;1.49188
702;329.55;7.90808e+06;0.98851;5.79773;1.49655
703;330.019;7.91001e+06;0.988751;5.79915;1.50129
704;330.487;7.91194e+06;0.988993;5.80057;1.50612
705;330.956;7.91387e+06;0.989234;5.80199;1.51102
706;331.425;7.9158e+06;0.989475;5.8034;1.51602
707;331.894;7.91773e+06;0.989717;5.80481;1.5211
708;332.362;7.91967e+06;0.989958;5.80623;1.52628
709;332.831;7.9216e+06;0.9902;5.80764;1.53155
710;333.3;7.92241e+06;0.990302;5.80904;1.53381
711;333.769;7.92269e+06;0.990336;5.81045;1.53457
712;334.238;7.92296e+06;0.99037;5.81185;1.53533
713;334.706;7.92323e+06;0.990404;5.81325;1.53609
714;335.175;7.9235e+06;0.990438;5.81465;1.53686
715;335.644;7.92378e+06;0.990472;5.81605;1.53763
716;336.113;7.92405e+06;0.990506;5.81745;1.53839
717;336.581;7.92432e+06;0.99054;5.81884;1.53917
718;337.05;7.92459e+06;0.990574;5.82023;1.53994
719;337.519;7.92487e+06;0.990608;5.82162;1.54072
720;337.988;7.92514e+06;0.990642;5.82301;1.54149
721;338.457;7.92541e+06;0.990676;5.8244;1.54227
722;338.925;7.92568e+06;0.99071;5.82578;1.54306
723;339.394;7.92596e+06;0.990745;5.82716;1.54384
724;339.863;7.92623e+06;0.990779;5.82854;1.54463
725;340.332;7.9265e+06;0.990813;5.82992;1.54542
726;340.8;7.92677e+06;0.990847;5.8313;1.54621
727;341.269;7.92705e+06;0.990881;5.83267;1.547
728;341.738;7.92732e+06;0.990915;5.83404;1.5478
729;342.207;7.92759e+06;0.990949;5.83542;1.5486
730;342.676;7.92786e+06;0.990983;5.83678;1.5494
731;343.144;7.92814e+06;0.991017;5.83815;1.5502
732;343.613;7.92841e+06;0.991051;5.83952;1.55101
733;344.082;7.92868e+06;0.991085;5.84088;1.55182
734;344.551;7.92895e+06;0.991119;5.84224;1.55263
735;345.019;7.92923e+06;0.991153;5.8436;1.55344
736;345.488;7.9295e+06;0.991187;5.84496;1.55425
737;345.957;7.92977e+06;0.991221;5.84631;1.55507
738;346.426;7.93004e+06;0.991255;5.84767;1.55589
739;346.895;7.93032e+06;0.991289;5.84902;1.55672
740;347.363;7.93059e+06;0.991324;5.85037;1.55754
741;347.832;7.93086e+06;0.991358;5.85172;1.55837
742;348.301;7.93113e+06;0.991392;5.85307;1.5592
743;348.77;7.93141e+06;0.991426;5.85441;1.56003
744;349.238;7.93168e+06;0.99146;5.85575;1.56087
745;349.707;7.93195e+06;0.991494;5.8571;1.56171
746;350.176;7.93222e+06;0.991528;5.85844;1.56255
747;350.645;7.9325e+06;0.991562;5.85977;1.56339
748;351.114;7.93277e+06;0.991596;5.86111;1.56424
749;351.582;7.93304e+06;0.99163;5.86244;1.56509
750;352.051;7.93331e+06;0.991664;5.86378;1.56594
751;352.52;7.93359e+06;0.991698;5.86511;1.5668
752;352.989;7.93386e+06;0.991732;5.86644;1.56765
753;353.457;7.93413e+06;0.991766;5.86776;1.56851
754;353.926;7.9344e+06;0.9918;5.86909;1.56938
755;354.395;7.93467e+06;0.991834;5.87041;1.57024
756;354.864;7.93495e+06;0.991868;5.87173;1.57111
757;355.333;7.93522e+06;0.991902;5.87305;1.57198
758;355.801;7.93549e+06;0.991937;5.87437;1.57286
759;356.27;7.93576e+06;0.991971;5.87569;1.57374
760;356.739;7.93604e+06;0.992005;5.877;1.57462
761;357.208;7.93631e+06;0.992039;5.87832;1.5755
762;357.676;7.93658e+06;0.992073;5.87963;1.57639
763;358.145;7.93685e+06;0.992107;5.88094;1.57728
764;358.614;7.93713e+06;0.992141;5.88225;1.57817
765;359.083;7.9374e+06;0.992175;5.88355;1.57907
766;359.552;7.93767e+06;0.992209;5.88486;1.57997
767;360.02;7.93794e+06;0.992243;5.88616;1.58087
768;360.489;7.93822e+06;0.992277;5.88746;1.58177
769;360.958;7.93849e+06;0.992311;5.88876;1.58268
770;361.427;7.93876e+06;0.992345;5.89006;1.58359
771;361.895;7.93903e+06;0.992379;5.89136;1.58451
772;362.364;7.93931e+06;0.992413;5.89265;1.58543
773;362.833;7.93958e+06;0.992447;5.89394;1.58635
774;363.302;7.93985e+06;0.992481;5.89523;1.58727
775;363.771;7.94012e+06;0.992516;5.89652;1.5882
776;364.239;7.9404e+06;0.99255;5.89781;1.58913
777;364.708;7.94067e+06;0.992584;5.8991;1.59007
778;365.177;7.94094e+06;0.992618;5.90038;1.591
779;365.646;7.94121e+06;0.992652;5.90166;1.59194
780;366.114;7.94149e+06;0.992686;5.90295;1.59289
781;366.583;7.94176e+06;0.99272;5.90423;1.59384
782;367.052;7.94203e+06;0.992754;5.9055;1.59479
783;367.521;7.9423e+06;0.992788;5.90678;1.59575
784;367.989;7.94258e+06;0.992822;5.90805;1.59671
785;368.458;7.94285e+06;0.992856;5.90933;1.59767
786;368.927;7.94312e+06;0.99289;5.9106;1.59864
787;369.396;7.94339e+06;0.992924;5.91187;1.59961
788;369.865;7.94367e+06;0.992958;5.91314;1.60058
789;370.333;7.94394e+06;0.992992;5.9144;1.60156
790;370.802;7.94421e+06;0.993026;5.91567;1.60254
791;371.271;7.94448e+06;0.99306;5.91693;1.60352
792;371.74;7.94476e+06;0.993095;5.91819;1.60451
793;372.208;7.94503e+06;0.993129;5.91945;1.60551
794;372.677;7.9453e+06;0.993163;5.92071;1.6065
795;373.146;7.94557e+06;0.993197;5.92197;1.60751
796;373.615;7.94585e+06;0.993231;5.92323;1.60851
797;374.084;7.94612e+06;0.993265;5.92448;1.60952
798;374.552;7.94639e+06;0.993299;5.92573;1.61053
799;375.021;7.94666e+06;0.993333;5.92698;1.61155
800;375.49;7.94694e+06;0.993367;5.92823;1.61257
801;375.959;7.94721e+06;0.993401;5.92948;1.6136
802;376.427;7.94748e+06;0.993435;5.93073;1.61463
803;376.896;7.94775e+06;0.993469;5.93197;1.61566
804;377.365;7.94803e+06;0.993503;5.93321;1.6167
805;377.834;7.9483e+06;0.993537;5.93445;1.61774
806;378.303;7.94857e+06;0.993571;5.93569;1.61879
807;378.771;7.94884e+06;0.993605;5.93693;1.61984
808;379.24;7.94912e+06;0.993639;5.93817;1.6209
809;379.709;7.94939e+06;0.993674;5.9394;1.62196
810;380.178;7.94966e+06;0.993708;5.94064;1.62303
811;380.646;7.94993e+06;0.993742;5.94187;1.6241
812;381.115;7.95021e+06;0.993776;5.9431;1.62517
813;381.584;7.95048e+06;0.99381;5.94433;1.62625
814;382.053;7.95075e+06;0.993844;5.94556;1.62734
815;382.522;7.95102e+06;0.993878;5.94679;1.62843
816;382.99;7.9513e+06;0.993912;5.94801;1.62952
817;383.459;7.95157e+06;0.993946;5.94923;1.63062
818;383.928;7.95184e+06;0.99398;5.95045;1.63172
819;384.397;7.95211e+06;0.994014;5.95168;1.63283
820;384.865;7.95239e+06;0.994048;5.95289;1.63395
821;385.334;7.95266e+06;0.994082;5.95411;1.63506
822;385.803;7.95293e+06;0.994116;5.95533;1.63619
823;386.272;7.9532e+06;0.99415;5.95654;1.63732
824;386.741;7.95348e+06;0.994184;5.95775;1.63845
825;387.209;7.95375e+06;0.994218;5.95897;1.63959
826;387.678;7.95402e+06;0.994252;5.96018;1.64074
827;388.147;7.95429e+06;0.994287;5.96138;1.64189
828;388.616;7.95456e+06;0.994321;5.96259;1.64305
829;389.084;7.95484e+06;0.994355;5.9638;1.64421
830;389.553;7.95511e+06;0.994389;5.965;1.64538
831;390.022;7.95538e+06;0.994423;5.9662;1.64655
832;390.491;7.95565e+06;0.994457;5.9674;1.64773
833;390.96;7.95593e+06;0.994491;5.9686;1.64892
834;391.428;7.9562e+06;0.994525;5.9698;1.65011
835;391.897;7.95647e+06;0.994559;5.971;1.65131
836;392.366;7.95674e+06;0.994593;5.97219;1.65251
837;392.835;7.95702e+06;0.994627;5.97339;1.65372
838;393.303;7.95729e+06;0.994661;5.97458;1.65494
839;393.772;7.95756e+06;0.994695;5.97577;1.65616
840;394.241;7.95783e+06;0.994729;5.97696;1.65739
841;394.71;7.95811e+06;0.994763;5.97815;1.65862
842;395.179;7.95838e+06;0.994797;5.97934;1.65986
843;395.647;7.95865e+06;0.994831;5.98052;1.66111
844;396.116;7.95892e+06;0.994866;5.98171;1.66237
845;396.585;7.9592e+06;0.9949;5.98289;1.66363
846;397.054;7.95947e+06;0.994934;5.98407;1.6649
847;397.522;7.95974e+06;0.994968;5.98525;1.66617
848;397.991;7.96001e+06;0.995002;5.98643;1.66746
849;398.46;7.96029e+06;0.995036;5.98761;1.66875
850;398.929;7.96056e+06;0.99507;5.98878;1.67004
851;399.398;7.96083e+06;0.995104;5.98996;1.67135
852;399.866;7.9611e+06;0.995138;5.99113;1.67266
853;400.335;7.96138e+06;0.995172;5.9923;1.67398
854;400.804;7.96165e+06;0.995206;5.99347;1.6753
855;401.273;7.96192e+06;0.99524;5.99464;1.67664
856;401.741;7.96219e+06;0.995274;5.99581;1.67798
857;402.21;7.96247e+06;0.995308;5.99697;1.67933
858;402.679;7.96274e+06;0.995342;5.99814;1.68069
859;403.148;7.96301e+06;0.995376;5.9993;1.68205
860;403.617;7.96328e+06;0.99541;6.00047;1.68343
861;404.085;7.96356e+06;0.995445;6.00163;1.68481
862;404.554;7.96383e+06;0.995479;6.00279;1.6862
863;405.023;7.9641e+06;0.995513;6.00394;1.6876
864;405.492;7.96437e+06;0.995547;6.0051;1.68901
865;405.96;7.96465e+06;0.995581;6.00626;1.69043
866;406.429;7.96492e+06;0.995615;6.00741;1.69185
867;406.898;7.96519e+06;0.995649;6.00856;1.69329
868;407.367;7.96546e+06;0.995683;6.00971;1.69473
869;407.835;7.96574e+06;0.995717;6.01086;1.69618
870;408.304;7.96601e+06;0.995751;6.01201;1.69765
871;408.773;7.96628e+06;0.995785;6.01316;1.69912
872;409.242;7.96655e+06;0.995819;6.01431;1.7006
873;409.711;7.96683e+06;0.995853;6.01545;1.70209
874;410.179;7.9671e+06;0.995887;6.01659;1.7036
875;410.648;7.96737e+06;0.995921;6.01774;1.70511
876;411.117;7.96764e+06;0.995955;6.01888;1.70663
877;411.586;7.96792e+06;0.995989;6.02002;1.70817
878;412.054;7.96819e+06;0.996024;6.02116;1.70971
879;412.523;7.96846e+06;0.996058;6.02229;1.71126
880;412.992;7.96873e+06;0.996092;6.02343;1.71283
881;413.461;7.96901e+06;0.996126;6.02456;1.71441
882;413.93;7.96928e+06;0.99616;6.0257;1.716
883;414.398;7.96955e+06;0.996194;6.02683;1.7176
884;414.867;7.96982e+06;0.996228;6.02796;1.71921
885;415.336;7.9701e+06;0.996262;6.02909;1.72083
886;415.805;7.97037e+06;0.996296;6.03022;1.72247
887;416.273;7.97064e+06;0.99633;6.03134;1.72412
888;416.742;7.97091e+06;0.996364;6.03247;1.72578
889;417.211;7.97119e+06;0.996398;6.03359;1.72745
890;417.68;7.97146e+06;0.996432;6.03472;1.72914
891;418.149;7.97173e+06;0.996466;6.03584;1.73084
892;418.617;7.972e+06;0.9965;6.03696;1.73255
893;419.086;7.97228e+06;0.996534;6.03808;1.73428
894;419.555;7.97255e+06;0.996568;6.03919;1.73602
895;420.024;7.97282e+06;0.996602;6.04031;1.73778
896;420.492;7.97309e+06;0.996637;6.04143;1.73955
897;420.961;7.97336e+06;0.996671;6.04254;1.74134
898;421.43;7.97364e+06;0.996705;6.04365;1.74314
899;421.899;7.97391e+06;0.996739;6.04477;1.74495
900;422.368;7.97418e+06;0.996773;6.04588;1.74679
901;422.836;7.97445e+06;0.996807;6.04699;1.74863
902;423.305;7.97473e+06;0.996841;6.04809;1.7505
903;423.774;7.975e+06;0.996875;6.0492;1.75238
904;424.243;7.97527e+06;0.996909;6.05031;1.75428
905;424.711;7.97554e+06;0.996943;6.05141;1.75619
906;425.18;7.97582e+06;0.996977;6.05251;1.75812
907;425.649;7.97609e+06;0.997011;6.05362;1.76008
908;426.118;7.97636e+06;0.997045;6.05472;1.76205
909;426.587;7.97663e+06;0.997079;6.05582;1.76403
910;427.055;7.97691e+06;0.997113;6.05691;1.76604
911;427.524;7.97718e+06;0.997147;6.05801;1.76807
912;427.993;7.97745e+06;0.997181;6.05911;1.77012
913;428.462;7.97772e+06;0.997216;6.0602;1.77219
914;428.93;7.978e+06;0.99725;6.06129;1.77428
915;429.399;7.97827e+06;0.997284;6.06239;1.77639
916;429.868;7.97854e+06;0.997318;6.06348;1.77852
917;430.337;7.97881e+06;0.997352;6.06457;1.78068
918;430.806;7.97909e+06;0.997386;6.06566;1.78285
919;431.274;7.97936e+06;0.99742;6.06674;1.78506
920;431.743;7.97963e+06;0.997454;6.06783;1.78728
921;432.212;7.9799e+06;0.997488;6.06892;1.78954
922;432.681;7.98018e+06;0.997522;6.07;1.79181
923;433.149;7.98045e+06;0.997556;6.07108;1.79412
924;433.618;7.98072e+06;0.99759;6.07216;1.79645
925;434.087;7.98099e+06;0.997624;6.07324;1.79881
926;434.556;7.98127e+06;0.997658;6.07432;1.80119
927;435.025;7.98154e+06;0.997692;6.0754;1.80361
928;435.493;7.98181e+06;0.997726;6.07648;1.80606
929;435.962;7.98208e+06;0.99776;6.07756;1.80853
930;436.431;7.98236e+06;0.997795;6.07863;1.81104
931;436.9;7.98263e+06;0.997829;6.0797;1.81358
932;437.368;7.9829e+06;0.997863;6.08078;1.81616
933;437.837;7.98317e+06;0.997897;6.08185;1.81877
934;438.306;7.98345e+06;0.997931;6.08292;1.82141
935;438.775;7.98372e+06;0.997965;6.08399;1.82409
936;439.244;7.98399e+06;0.997999;6.08505;1.82681
937;439.712;7.98426e+06;0.998033;6.08612;1.82957
938;440.181;7.98454e+06;0.998067;6.08719;1.83237
939;440.65;7.98481e+06;0.998101;6.08825;1.83521
940;441.119;7.98508e+06;0.998135;6.08931;1.83809
941;441.587;7.98535e+06;0.998169;6.09038;1.84102
942;442.056;7.98563e+06;0.998203;6.09144;1.844
943;442.525;7.9859e+06;0.998237;6.0925;1.84702
944;442.994;7.98617e+06;0.998271;6.09356;1.85009
945;443.463;7.98644e+06;0.998305;6.09461;1.85322
946;443.931;7.98672e+06;0.998339;6.09567;1.85639
947;444.4;7.98699e+06;0.998374;6.09673;1.85963
948;444.869;7.98726e+06;0.998408;6.09778;1.86292
949;445.338;7.98753e+06;0.998442;6.09883;1.86627
950;445.806;7.98781e+06;0.998476;6.09988;1.86968
951;446.275;7.98808e+06;0.99851;6.10094;1.87316
952;446.744;7.98835e+06;0.998544;6.10199;1.8767
953;447.213;7.98862e+06;0.998578;6.10303;1.88032
954;447.681;7.9889e+06;0.998612;6.10408;1.88401
955;448.15;7.98917e+06;0.998646;6.10513;1.88778
956;448.619;7.98944e+06;0.99868;6.10617;1.89163
957;449.088;7.98971e+06;0.998714;6.10722;1.89556
