Time=468.308s,NGrains=947,Vref=8e+06,Mean=8447.73,Median=7828,StdDev=3499.87,Min=-1,Max=1e+36
Rank;Volume/Cells;IncubationTime/s;Ideal(RANDOMis0);ln(Vi/Vav);CumSumi/Vref*100%
0;9953;0;2;0.163976;56.022
0;9956;0;2;0.164278;56.1464
0;9983;0;2;0.166986;56.2712
0;9992;0;2;0.167887;56.3961
0;10006;0;2;0.169287;56.5212
0;10011;0;2;0.169787;56.6463
0;10038;0;2;0.17248;56.7718
0;10042;0;2;0.172879;56.8973
0;10059;0;2;0.17457;57.0231
0;10064;0;2;0.175067;57.1489
0;10075;0;2;0.176159;57.2748
0;10079;0;2;0.176556;57.4008
0;10079;0;2;0.176556;57.5268
0;10080;0;2;0.176656;57.6528
0;10082;0;2;0.176854;57.7788
0;10084;0;2;0.177052;57.9048
0;10089;0;2;0.177548;58.031
0;10097;0;2;0.178341;58.1572
0;10102;0;2;0.178836;58.2835
0;10102;0;2;0.178836;58.4097
0;10109;0;2;0.179528;58.5361
0;10115;0;2;0.180122;58.6625
0;10120;0;2;0.180616;58.789
0;10121;0;2;0.180715;58.9155
0;10173;0;2;0.185839;59.0427
0;10184;0;2;0.18692;59.17
0;10187;0;2;0.187215;59.2973
0;10202;0;2;0.188686;59.4249
0;10225;0;2;0.190938;59.5527
0;10227;0;2;0.191134;59.6805
0;10244;0;2;0.192794;59.8086
0;10252;0;2;0.193575;59.9367
0;10254;0;2;0.19377;60.0649
0;10262;0;2;0.19455;60.1932
0;10269;0;2;0.195232;60.3215
0;10277;0;2;0.196011;60.45
0;10322;0;2;0.20038;60.579
0;10360;0;2;0.204055;60.7085
0;10390;0;2;0.206946;60.8384
0;10439;0;2;0.211651;60.9689
0;10453;0;2;0.212991;61.0995
0;10454;0;2;0.213087;61.2302
0;10490;0;2;0.216525;61.3613
0;10493;0;2;0.216811;61.4925
0;10495;0;2;0.217001;61.6237
0;10497;0;2;0.217192;61.7549
0;10497;0;2;0.217192;61.8861
0;10512;0;2;0.21862;62.0175
0;10514;0;2;0.21881;62.1489
0;10545;0;2;0.221754;62.2807
0;10546;0;2;0.221849;62.4126
0;10548;0;2;0.222039;62.5444
0;10556;0;2;0.222797;62.6764
0;10570;0;2;0.224122;62.8085
0;10600;0;2;0.226956;62.941
0;10653;0;2;0.231944;63.0742
0;10660;0;2;0.232601;63.2074
0;10669;0;2;0.233445;63.3408
0;10671;0;2;0.233632;63.4742
0;10707;0;2;0.237;63.608
0;10767;0;2;0.242588;63.7426
0;10771;0;2;0.24296;63.8772
0;10772;0;2;0.243052;64.0119
0;10772;0;2;0.243052;64.1465
0;10779;0;2;0.243702;64.2813
0;10784;0;2;0.244166;64.4161
0;10804;0;2;0.246019;64.5511
0;10841;0;2;0.249438;64.6866
0;10864;0;2;0.251557;64.8224
0;10867;0;2;0.251833;64.9583
0;10880;0;2;0.253029;65.0943
0;10887;0;2;0.253672;65.2304
0;10897;0;2;0.25459;65.3666
0;10907;0;2;0.255507;65.5029
0;10909;0;2;0.25569;65.6393
0;10917;0;2;0.256423;65.7757
0;10972;0;2;0.261449;65.9129
0;10991;0;2;0.263179;66.0503
0;11055;0;2;0.268985;66.1885
0;11066;0;2;0.26998;66.3268
0;11102;0;2;0.273228;66.4655
0;11106;0;2;0.273588;66.6044
0;11114;0;2;0.274308;66.7433
0;11125;0;2;0.275297;66.8824
0;11178;0;2;0.28005;67.0221
0;11213;0;2;0.283176;67.1623
0;11234;0;2;0.285047;67.3027
0;11244;0;2;0.285937;67.4432
0;11268;0;2;0.288069;67.5841
0;11275;0;2;0.28869;67.725
0;11285;0;2;0.289577;67.8661
0;11290;0;2;0.29002;68.0072
0;11304;0;2;0.291259;68.1485
0;11305;0;2;0.291347;68.2898
0;11315;0;2;0.292232;68.4313
0;11316;0;2;0.29232;68.5727
0;11347;0;2;0.295056;68.7145
0;11365;0;2;0.296641;68.8566
0;11385;0;2;0.298399;68.9989
0;11394;0;2;0.299189;69.1413
0;11417;0;2;0.301206;69.284
0;11474;0;2;0.306186;69.4275
0;11483;0;2;0.30697;69.571
0;11494;0;2;0.307927;69.7147
0;11506;0;2;0.308971;69.8585
0;11536;0;2;0.311575;70.0027
0;11537;0;2;0.311662;70.1469
0;11590;0;2;0.316245;70.2918
0;11591;0;2;0.316331;70.4367
0;11593;0;2;0.316504;70.5816
0;11639;0;2;0.320464;70.7271
0;11645;0;2;0.320979;70.8727
0;11658;0;2;0.322095;71.0184
0;11674;0;2;0.323466;71.1643
0;11704;0;2;0.326033;71.3106
0;11707;0;2;0.326289;71.4569
0;11711;0;2;0.326631;71.6033
0;11716;0;2;0.327058;71.7498
0;11717;0;2;0.327143;71.8962
0;11734;0;2;0.328593;72.0429
0;11759;0;2;0.330721;72.1899
0;11759;0;2;0.330721;72.3369
0;11779;0;2;0.332421;72.4841
0;11790;0;2;0.333354;72.6315
0;11822;0;2;0.336064;72.7793
0;11823;0;2;0.336149;72.9271
0;11852;0;2;0.338599;73.0752
0;11861;0;2;0.339358;73.2235
0;11867;0;2;0.339864;73.3718
0;11910;0;2;0.343481;73.5207
0;11948;0;2;0.346666;73.67
0;11954;0;2;0.347168;73.8195
0;11980;0;2;0.349341;73.9692
0;11989;0;2;0.350092;74.1191
0;12011;0;2;0.351925;74.2692
0;12026;0;2;0.353173;74.4195
0;12112;0;2;0.360299;74.5709
0;12119;0;2;0.360877;74.7224
0;12125;0;2;0.361372;74.874
0;12129;0;2;0.361702;75.0256
0;12141;0;2;0.36269;75.1774
0;12145;0;2;0.36302;75.3292
0;12164;0;2;0.364583;75.4812
0;12167;0;2;0.36483;75.6333
0;12171;0;2;0.365158;75.7854
0;12195;0;2;0.367128;75.9379
0;12240;0;2;0.370812;76.0909
0;12289;0;2;0.374807;76.2445
0;12348;0;2;0.379596;76.3988
0;12363;0;2;0.38081;76.5534
0;12374;0;2;0.3817;76.7081
0;12389;0;2;0.382911;76.8629
0;12401;0;2;0.383879;77.0179
0;12412;0;2;0.384766;77.1731
0;12416;0;2;0.385088;77.3283
0;12551;0;2;0.395903;77.4852
0;12557;0;2;0.396381;77.6421
0;12577;0;2;0.397972;77.7994
0;12585;0;2;0.398608;77.9567
0;12589;0;2;0.398926;78.114
0;12589;0;2;0.398926;78.2714
0;12604;0;2;0.400116;78.4289
0;12679;0;2;0.406049;78.5874
0;12683;0;2;0.406365;78.746
0;12760;0;2;0.412418;78.9055
0;12790;0;2;0.414766;79.0653
0;12805;0;2;0.415938;79.2254
0;12813;0;2;0.416563;79.3856
0;12835;0;2;0.418278;79.546
0;12850;0;2;0.419446;79.7066
0;12871;0;2;0.421079;79.8675
0;12891;0;2;0.422632;80.0286
0;12938;0;2;0.426271;80.1904
0;12940;0;2;0.426426;80.3521
0;12957;0;2;0.427738;80.5141
0;12979;0;2;0.429435;80.6763
0;13044;0;2;0.434431;80.8394
0;13074;0;2;0.436728;81.0028
0;13080;0;2;0.437187;81.1663
0;13104;0;2;0.43902;81.3301
0;13129;0;2;0.440926;81.4942
0;13132;0;2;0.441154;81.6584
0;13220;0;2;0.447833;81.8236
0;13221;0;2;0.447909;81.9889
0;13261;0;2;0.45093;82.1546
0;13290;0;2;0.453114;82.3208
0;13309;0;2;0.454543;82.4871
0;13338;0;2;0.456719;82.6538
0;13363;0;2;0.458592;82.8209
0;13379;0;2;0.459789;82.9881
0;13426;0;2;0.463295;83.156
0;13456;0;2;0.465527;83.3242
0;13502;0;2;0.46894;83.4929
0;13503;0;2;0.469014;83.6617
0;13533;0;2;0.471233;83.8309
0;13609;0;2;0.476834;84.001
0;13743;0;2;0.486632;84.1728
0;13804;0;2;0.491061;84.3453
0;13812;0;2;0.49164;84.518
0;13813;0;2;0.491712;84.6906
0;13857;0;2;0.494893;84.8638
0;13867;0;2;0.495614;85.0372
0;13885;0;2;0.496911;85.2108
0;14063;0;2;0.50965;85.3865
0;14135;0;2;0.514756;85.5632
0;14148;0;2;0.515676;85.7401
0;14199;0;2;0.519274;85.9176
0;14264;0;2;0.523841;86.0959
0;14345;0;2;0.529504;86.2752
0;14356;0;2;0.53027;86.4546
0;14368;0;2;0.531106;86.6342
0;14469;0;2;0.538111;86.8151
0;14566;0;2;0.544792;86.9972
0;14631;0;2;0.549245;87.18
0;14688;0;2;0.553133;87.3637
0;14716;0;2;0.555038;87.5476
0;14781;0;2;0.559445;87.7324
0;14795;0;2;0.560392;87.9173
0;14853;0;2;0.564304;88.103
0;14923;0;2;0.569006;88.2895
0;15066;0;2;0.578543;88.4778
0;15183;0;2;0.586279;88.6676
0;15367;0;2;0.598325;88.8597
0;15392;0;2;0.59995;89.0521
0;15478;0;2;0.605522;89.2456
0;15505;0;2;0.607265;89.4394
0;15679;0;2;0.618425;89.6354
0;15724;0;2;0.62129;89.8319
0;15743;0;2;0.622498;90.0287
0;15783;0;2;0.625036;90.226
0;15789;0;2;0.625416;90.4234
0;15847;0;2;0.629082;90.6215
0;15891;0;2;0.631855;90.8201
0;16021;0;2;0.640003;91.0204
0;16060;0;2;0.642434;91.2211
0;16106;0;2;0.645294;91.4224
0;16136;0;2;0.647155;91.6241
0;16156;0;2;0.648394;91.8261
0;16193;0;2;0.650681;92.0285
0;16228;0;2;0.65284;92.2313
0;16245;0;2;0.653887;92.4344
0;16269;0;2;0.655364;92.6378
0;16276;0;2;0.655794;92.8412
0;16282;0;2;0.656162;93.0447
0;16551;0;2;0.672549;93.2516
0;16610;0;2;0.676107;93.4593
0;16614;0;2;0.676348;93.6669
0;16628;0;2;0.67719;93.8748
0;16702;0;2;0.681631;94.0836
0;16757;0;2;0.684918;94.293
0;16811;0;2;0.688136;94.5032
0;16907;0;2;0.69383;94.7145
0;16967;0;2;0.697373;94.9266
0;17067;0;2;0.703249;95.1399
0;17177;0;2;0.709674;95.3546
0;17235;0;2;0.713044;95.5701
0;17297;0;2;0.716635;95.7863
0;17428;0;2;0.72418;96.0041
0;17552;0;2;0.73127;96.2235
0;17661;0;2;0.737461;96.4443
0;17747;0;2;0.742319;96.6661
0;18181;0;2;0.766479;96.8934
0;18223;0;2;0.768787;97.1212
0;18285;0;2;0.772183;97.3497
0;18430;0;2;0.780082;97.5801
0;18622;0;2;0.790446;97.8129
0;18708;0;2;0.795054;98.0467
0;18740;0;2;0.796763;98.281
0;18742;0;2;0.796869;98.5153
0;18752;0;2;0.797403;98.7497
0;18829;0;2;0.801501;98.985
0;18854;0;2;0.802827;99.2207
0;19038;0;2;0.812539;99.4587
0;21511;0;2;0.934667;99.7276
0;21795;0;2;0.947783;100
