GrainID/Step;;;;;;;;;0;80000;160000;240000;320000;400000;480000;560000;640000;720000;800000;880000;960000;1.04e+06;1.12e+06;1.2e+06;1.28e+06;1.36e+06;1.44e+06;1.52e+06;1.6e+06;1.68e+06;1.76e+06;1.84e+06;1.92e+06;2e+06;2.08e+06;2.16e+06;2.24e+06;2.32e+06;2.4e+06;2.48e+06;2.56e+06;2.64e+06;2.72e+06;2.8e+06;2.88e+06;2.96e+06;3.04e+06;3.12e+06;3.2e+06;3.28e+06;3.36e+06;3.44e+06;3.52e+06;3.6e+06;3.68e+06;3.76e+06;3.84e+06;3.92e+06;4e+06;4.08e+06;4.16e+06;4.24e+06;4.32e+06;4.4e+06;4.48e+06;4.56e+06;4.64e+06;4.72e+06;4.8e+06;4.88e+06;4.96e+06;5.04e+06;5.12e+06;5.2e+06;5.28e+06;5.36e+06;5.44e+06;5.52e+06;5.6e+06;5.68e+06;5.76e+06;5.84e+06;5.92e+06;6e+06;6.08e+06;6.16e+06;6.24e+06;6.32e+06;6.4e+06;6.48e+06;6.56e+06;6.64e+06;6.72e+06;6.8e+06;6.88e+06;6.96e+06;7.04e+06;7.12e+06;7.2e+06;7.28e+06;7.36e+06;7.44e+06;7.52e+06;7.6e+06;7.68e+06;7.76e+06;7.84e+06;7.92e+06;8e+06
246;57;78;27;0;0;0.523599;0.785398;2;1;93;203;263;365;489;572;655;693;785;874;890;967;1058;1104;1149;1209;1251;1321;1433;1477;1482;1543;1598;1656;1716;1775;1837;1877;1956;2003;2074;2125;2141;2194;2245;2282;2314;2372;2415;2504;2551;2567;2636;2684;2763;2812;2844;2885;2943;2987;3008;3074;3114;3202;3246;3262;3322;3373;3398;3441;3503;3533;3631;3667;3684;3750;3796;3868;3924;3946;3986;4045;4102;4158;4211;4263;4304;4359;4403;4446;4503;4561;4582;4628;4657;4702;4729;4752;4784;4816;4841;4861;4880;4896;4917;4937;4954;4969;4980;4983
247;17;125;196;1;0;0.523599;0.785398;2;1;93;203;262;358;476;556;636;678;779;883;901;993;1106;1160;1218;1288;1333;1417;1548;1593;1597;1679;1739;1804;1877;1935;2015;2049;2150;2193;2274;2323;2335;2391;2448;2472;2507;2571;2599;2689;2723;2741;2804;2841;2907;2949;2967;3006;3051;3077;3102;3156;3182;3257;3287;3303;3350;3382;3400;3434;3472;3490;3561;3583;3602;3646;3671;3726;3755;3773;3803;3837;3881;3916;3953;3988;4012;4062;4089;4135;4187;4243;4264;4315;4353;4411;4453;4500;4551;4623;4689;4752;4814;4873;4949;5035;5122;5212;5306;5336
248;163;19;84;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2987;3083;3275;3395;3427;3571;3715;3787;3883;4057;4153;4429;4549;4597;4813;4957;5188;5358;5437;5573;5780;5898;5985;6222;6358;6656;6811;6870;7077;7257;7332;7485;7685;7778;8094;8207;8281;8481;8607;8848;8981;9050;9186;9330;9508;9661;9823;9967;10064;10237;10338;10484;10640;10815;10870;11020;11115;11264;11369;11466;11583;11718;11837;11944;12041;12131;12254;12368;12485;12590;12711;12805
249;47;147;20;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2986;3080;3269;3383;3413;3550;3684;3748;3840;3995;4078;4319;4421;4465;4638;4754;4933;5064;5117;5222;5372;5447;5516;5679;5763;5975;6071;6115;6254;6365;6419;6524;6655;6720;6935;7013;7056;7196;7289;7450;7556;7594;7692;7810;7928;8051;8164;8279;8364;8485;8580;8685;8830;8976;9032;9148;9240;9381;9471;9590;9699;9845;9990;10135;10253;10357;10492;10590;10661;10695;10707;10707
250;40;31;80;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;972;996;1110;1249;1319;1392;1483;1549;1660;1844;1911;1917;2022;2109;2205;2307;2402;2517;2579;2733;2810;2942;3028;3047;3136;3230;3269;3325;3431;3479;3636;3692;3719;3833;3895;4019;4089;4123;4196;4276;4323;4373;4466;4518;4639;4697;4724;4805;4874;4908;4969;5043;5082;5191;5237;5253;5326;5373;5453;5507;5530;5570;5627;5682;5744;5796;5856;5897;5953;5998;6048;6120;6193;6222;6282;6330;6400;6445;6503;6559;6629;6694;6758;6812;6865;6928;6991;7074;7152;7265;7295
251;20;43;101;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;971;995;1106;1244;1314;1385;1476;1542;1652;1836;1902;1909;2018;2103;2208;2312;2416;2539;2600;2770;2845;2990;3080;3102;3204;3304;3351;3414;3532;3590;3768;3837;3867;3997;4075;4210;4297;4335;4412;4511;4558;4605;4712;4764;4899;4961;4987;5073;5143;5173;5238;5313;5342;5456;5488;5519;5578;5609;5683;5713;5732;5772;5803;5843;5865;5893;5909;5914;5942;5947;5964;5976;5984;5990;5997;6005;6010;6015;6018;6020;6023;6024;6025;6025;6025;6025;6025;6025;6025;6025;6025
252;161;178;165;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2986;3082;3266;3383;3412;3548;3684;3751;3837;3995;4084;4325;4433;4473;4654;4780;4977;5123;5191;5306;5478;5578;5652;5845;5961;6215;6347;6401;6579;6737;6809;6950;7136;7225;7536;7655;7724;7933;8079;8337;8510;8590;8750;8951;9167;9387;9597;9817;9963;10244;10415;10673;10968;11306;11423;11729;11949;12276;12503;12762;13053;13422;13771;14109;14422;14724;15134;15535;15939;16272;16563;16757
253;92;163;92;0;0;0.523599;0.785398;2;1;93;203;262;360;478;559;643;685;783;887;905;1002;1112;1170;1228;1306;1358;1456;1604;1658;1664;1755;1828;1911;2000;2081;2174;2223;2357;2423;2546;2628;2648;2740;2823;2867;2927;3027;3081;3235;3304;3334;3450;3521;3653;3739;3779;3860;3959;4019;4076;4192;4255;4419;4493;4533;4648;4733;4779;4872;4972;5017;5197;5260;5307;5428;5502;5656;5745;5786;5877;5979;6101;6214;6330;6443;6519;6665;6752;6885;7026;7192;7250;7395;7514;7660;7769;7885;8004;8164;8313;8454;8574;8676;8802;8912;9035;9151;9300;9448
254;29;0;83;1;0;0.523599;0.785398;2;1;93;203;263;363;479;555;631;666;753;837;853;926;1016;1061;1109;1164;1210;1274;1390;1430;1435;1501;1549;1614;1670;1736;1803;1837;1943;1985;2082;2133;2150;2220;2281;2311;2357;2428;2466;2583;2630;2653;2738;2792;2888;2951;2980;3037;3113;3153;3191;3280;3328;3443;3499;3521;3604;3672;3699;3764;3845;3885;4022;4073;4102;4194;4254;4363;4433;4464;4530;4610;4699;4784;4871;4952;5008;5110;5170;5262;5352;5460;5493;5579;5633;5723;5768;5826;5890;5957;6012;6064;6111;6149;6191;6223;6254;6278;6304;6311
255;97;179;116;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1896;1964;1972;2093;2182;2293;2403;2511;2642;2706;2896;2983;3151;3259;3286;3412;3541;3601;3686;3835;3915;4149;4248;4288;4461;4579;4769;4906;4969;5078;5246;5338;5410;5597;5696;5936;6053;6103;6267;6404;6467;6595;6758;6837;7112;7210;7273;7459;7578;7804;7946;8017;8149;8314;8502;8674;8853;9026;9148;9380;9516;9729;9961;10220;10312;10534;10700;10920;11091;11265;11438;11656;11855;12034;12197;12344;12524;12707;12895;13082;13287;13379
256;10;53;19;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1502;1573;1689;1885;1956;1963;2081;2172;2282;2392;2500;2625;2685;2861;2936;3085;3178;3199;3307;3410;3455;3521;3630;3686;3850;3918;3945;4055;4130;4248;4332;4370;4432;4525;4579;4614;4710;4772;4887;4952;4974;5055;5124;5155;5214;5288;5325;5442;5483;5508;5584;5628;5714;5760;5782;5835;5891;5952;6010;6061;6120;6154;6226;6261;6321;6381;6456;6474;6545;6590;6654;6707;6751;6808;6878;6943;6992;7036;7071;7117;7148;7170;7182;7183;7183
257;81;132;32;0;0;0.523599;0.785398;2;1;93;200;256;346;455;528;602;634;719;803;819;897;984;1025;1074;1127;1171;1235;1345;1380;1384;1450;1494;1555;1610;1667;1732;1766;1861;1902;1983;2031;2047;2105;2162;2193;2229;2293;2333;2433;2480;2498;2570;2621;2708;2769;2802;2846;2915;2960;2989;3064;3113;3209;3264;3290;3360;3422;3457;3504;3570;3608;3708;3753;3770;3840;3890;3974;4031;4063;4103;4163;4231;4298;4362;4427;4474;4553;4606;4678;4773;4869;4907;4993;5065;5168;5239;5334;5419;5542;5669;5796;5922;6050;6231;6446;6668;6904;7116;7243
258;98;37;21;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1256;1328;1403;1497;1565;1679;1871;1940;1947;2061;2148;2253;2356;2458;2577;2638;2805;2884;3032;3129;3154;3264;3373;3431;3500;3629;3703;3903;3990;4024;4178;4276;4443;4557;4613;4709;4846;4925;4986;5142;5231;5435;5534;5577;5714;5830;5884;5989;6124;6190;6412;6498;6545;6694;6794;6969;7083;7136;7241;7370;7514;7647;7784;7915;8014;8172;8280;8423;8592;8789;8851;9021;9139;9322;9437;9580;9733;9921;10092;10263;10430;10594;10790;10979;11168;11333;11465;11506
259;56;149;59;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1894;1960;1968;2090;2176;2287;2393;2499;2624;2684;2862;2941;3097;3196;3221;3337;3452;3508;3581;3716;3789;3995;4084;4120;4277;4375;4543;4657;4712;4807;4946;5020;5082;5237;5323;5524;5624;5664;5799;5920;5974;6077;6224;6295;6533;6627;6671;6835;6943;7132;7256;7311;7422;7561;7709;7859;8004;8154;8265;8442;8568;8729;8945;9172;9262;9465;9627;9877;10041;10251;10461;10738;11009;11272;11529;11793;12154;12566;13046;13583;14196;14566
260;73;199;84;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;996;1108;1244;1312;1383;1473;1537;1647;1828;1894;1901;2010;2096;2200;2304;2406;2527;2588;2766;2849;3007;3106;3133;3252;3369;3427;3507;3647;3722;3948;4040;4081;4254;4364;4556;4691;4751;4864;5033;5119;5197;5394;5499;5758;5887;5944;6125;6287;6358;6502;6693;6781;7099;7210;7285;7493;7625;7882;8038;8114;8266;8440;8641;8822;9002;9178;9284;9518;9640;9843;10042;10286;10354;10573;10720;10928;11086;11229;11413;11626;11814;11988;12149;12303;12487;12658;12833;13034;13269;13502
261;9;107;124;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;843;963;981;1089;1212;1266;1333;1407;1464;1556;1704;1754;1760;1848;1913;1994;2072;2151;2242;2288;2419;2478;2595;2666;2686;2773;2853;2895;2952;3044;3097;3240;3301;3326;3433;3501;3616;3694;3730;3794;3888;3942;3983;4086;4145;4275;4340;4368;4454;4526;4559;4623;4701;4741;4867;4915;4948;5023;5077;5173;5231;5263;5316;5376;5451;5513;5580;5638;5679;5761;5804;5877;5947;6035;6063;6142;6195;6276;6335;6393;6465;6555;6640;6719;6797;6866;6964;7067;7169;7256;7332;7354
262;125;146;169;0;0;0.523599;0.785398;2;1;93;203;263;365;493;582;675;723;837;952;976;1082;1211;1275;1343;1427;1490;1594;1759;1819;1825;1923;2000;2089;2180;2269;2376;2429;2573;2636;2765;2843;2864;2954;3044;3086;3147;3246;3301;3458;3522;3549;3665;3738;3864;3953;3991;4065;4170;4222;4270;4392;4455;4608;4683;4710;4817;4913;4949;5032;5147;5194;5382;5445;5483;5603;5683;5826;5927;5969;6053;6164;6277;6396;6503;6618;6695;6836;6928;7057;7209;7383;7444;7598;7709;7888;7995;8129;8283;8462;8616;8766;8906;9035;9200;9387;9559;9739;9951;10079
263;154;28;54;0;0;0.523599;0.785398;2;1;93;196;247;333;435;505;579;612;703;798;811;899;1002;1048;1108;1172;1223;1309;1447;1484;1491;1580;1632;1714;1782;1860;1946;1982;2117;2166;2285;2347;2365;2450;2527;2563;2621;2717;2765;2917;2977;3001;3119;3191;3315;3401;3440;3513;3619;3674;3720;3842;3905;4065;4136;4168;4282;4371;4412;4499;4611;4660;4853;4916;4958;5079;5152;5288;5372;5409;5492;5585;5686;5782;5871;5965;6024;6132;6196;6283;6380;6493;6521;6611;6662;6740;6792;6844;6897;6945;6982;7009;7032;7049;7070;7085;7101;7107;7112;7113
264;1;60;4;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1978;2102;2198;2314;2432;2546;2685;2757;2953;3047;3224;3339;3370;3500;3632;3702;3782;3934;4022;4253;4358;4395;4574;4694;4887;5027;5093;5205;5368;5462;5532;5712;5818;6054;6171;6222;6386;6524;6590;6715;6878;6960;7228;7331;7393;7572;7690;7907;8040;8107;8235;8386;8558;8704;8854;9001;9108;9284;9393;9549;9725;9899;9965;10097;10205;10350;10435;10552;10643;10758;10858;10942;11015;11078;11151;11218;11268;11301;11314;11315
265;39;54;17;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2703;2774;2979;3071;3254;3367;3398;3531;3662;3727;3814;3964;4048;4276;4373;4412;4578;4686;4861;4981;5037;5136;5272;5351;5405;5553;5641;5816;5911;5938;6058;6164;6206;6282;6403;6460;6633;6707;6729;6847;6929;7038;7131;7158;7220;7316;7394;7495;7573;7657;7728;7808;7883;7946;8054;8158;8193;8275;8328;8428;8481;8550;8618;8694;8768;8834;8894;8952;9030;9093;9152;9210;9273;9303
266;80;62;170;0;0;0.523599;0.785398;2;1;93;203;263;365;493;582;674;713;817;921;938;1031;1138;1192;1249;1320;1370;1451;1586;1633;1638;1720;1779;1851;1919;1989;2066;2108;2217;2266;2359;2414;2431;2498;2559;2596;2634;2706;2745;2856;2898;2919;2995;3040;3120;3170;3196;3239;3296;3326;3354;3420;3452;3539;3574;3594;3649;3691;3711;3754;3804;3825;3912;3939;3959;4017;4045;4115;4152;4170;4213;4252;4300;4344;4385;4426;4445;4498;4520;4563;4594;4645;4656;4698;4722;4750;4775;4787;4804;4819;4830;4834;4837;4837;4837;4837;4837;4837;4837;4837
267;186;159;49;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2985;3081;3262;3379;3410;3540;3672;3744;3821;3971;4063;4282;4390;4421;4592;4711;4895;5024;5090;5184;5335;5428;5482;5650;5743;5949;6051;6088;6228;6351;6400;6496;6639;6700;6914;6987;7027;7157;7245;7386;7484;7520;7602;7701;7805;7899;7998;8081;8143;8252;8310;8407;8499;8606;8633;8727;8781;8865;8923;8964;9032;9099;9152;9196;9234;9271;9314;9340;9365;9371;9371;9371
268;140;138;190;1;0;0.523599;0.785398;2;1;93;203;263;364;489;574;662;706;807;910;930;1018;1124;1177;1230;1295;1343;1425;1561;1602;1608;1692;1749;1825;1898;1968;2054;2092;2220;2268;2382;2441;2455;2535;2606;2640;2693;2772;2814;2941;2990;3012;3102;3160;3263;3330;3360;3422;3501;3544;3584;3673;3722;3850;3904;3929;4017;4085;4117;4191;4272;4311;4460;4508;4544;4644;4703;4824;4900;4936;5009;5095;5197;5285;5389;5482;5548;5677;5750;5875;6005;6153;6210;6356;6469;6624;6757;6888;7038;7248;7452;7632;7796;7948;8154;8349;8554;8796;9072;9346
269;189;49;84;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2201;2321;2441;2561;2705;2777;2987;3083;3275;3395;3427;3571;3715;3787;3883;4057;4153;4429;4549;4597;4813;4957;5193;5362;5437;5580;5787;5898;5994;6232;6363;6679;6832;6896;7107;7276;7350;7505;7699;7790;8103;8220;8289;8488;8626;8852;9001;9065;9195;9348;9517;9670;9818;9958;10060;10225;10332;10475;10635;10821;10873;11031;11126;11274;11386;11489;11608;11749;11881;12003;12113;12220;12340;12459;12551;12628;12675;12679
270;143;199;10;1;0;0.523599;0.785398;2;1;93;202;258;348;457;531;609;647;740;836;855;942;1050;1103;1159;1228;1281;1365;1502;1547;1553;1635;1694;1768;1839;1912;1988;2032;2132;2188;2280;2342;2359;2424;2486;2528;2561;2628;2678;2773;2825;2835;2914;2965;3043;3097;3129;3164;3230;3269;3285;3358;3397;3475;3519;3534;3585;3634;3653;3687;3739;3764;3829;3855;3866;3906;3934;3978;4008;4022;4046;4076;4108;4139;4166;4188;4208;4231;4245;4259;4276;4293;4297;4311;4314;4320;4325;4325;4328;4330;4331;4331;4331;4331;4331;4331;4331;4331;4331;4331
271;5;134;152;1;0;0.523599;0.785398;2;1;93;203;263;364;484;567;652;692;794;898;914;1010;1121;1171;1232;1298;1350;1434;1576;1622;1627;1713;1774;1855;1931;2010;2100;2145;2278;2337;2454;2526;2546;2632;2717;2761;2817;2918;2976;3134;3205;3233;3353;3435;3569;3665;3713;3791;3899;3965;4010;4127;4200;4352;4434;4465;4568;4664;4709;4788;4894;4951;5111;5179;5206;5316;5390;5510;5593;5632;5699;5788;5883;5977;6063;6152;6210;6314;6376;6472;6565;6675;6706;6799;6856;6950;7007;7072;7141;7221;7294;7358;7417;7471;7539;7607;7676;7730;7730;7730
272;114;158;8;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1694;1894;1963;1971;2092;2183;2296;2408;2519;2651;2716;2903;2990;3153;3261;3286;3403;3531;3591;3660;3809;3889;4103;4200;4230;4398;4508;4680;4807;4866;4963;5111;5196;5256;5420;5517;5719;5828;5868;6005;6126;6174;6278;6412;6470;6679;6752;6796;6928;7009;7161;7254;7292;7381;7482;7587;7689;7783;7875;7943;8048;8119;8212;8324;8430;8473;8556;8621;8713;8767;8839;8896;8973;9040;9100;9153;9198;9258;9317;9369;9420;9463;9472
273;68;0;149;1;0;0.523599;0.785398;2;1;93;201;255;341;451;523;599;636;727;818;834;915;1013;1059;1106;1165;1206;1279;1392;1431;1435;1500;1549;1609;1664;1725;1789;1821;1915;1951;2032;2075;2088;2150;2202;2224;2266;2326;2351;2454;2488;2509;2580;2619;2698;2746;2763;2814;2875;2899;2936;3003;3033;3124;3163;3181;3239;3286;3301;3346;3403;3419;3511;3537;3559;3608;3641;3696;3735;3748;3778;3821;3859;3898;3930;3966;3989;4028;4057;4089;4131;4177;4189;4225;4250;4285;4307;4333;4355;4381;4404;4425;4442;4458;4473;4486;4499;4507;4511;4511
274;95;29;68;0;0;0.523599;0.785398;2;1;77;148;188;250;313;360;408;428;478;531;539;591;647;670;704;735;763;806;880;900;904;954;981;1026;1061;1103;1148;1163;1242;1265;1335;1366;1374;1427;1465;1478;1519;1568;1587;1678;1703;1726;1788;1819;1891;1929;1946;1993;2040;2061;2097;2153;2178;2263;2294;2313;2364;2402;2416;2458;2502;2521;2598;2622;2639;2685;2712;2764;2796;2810;2841;2877;2911;2949;2979;3011;3034;3066;3090;3117;3149;3179;3187;3209;3223;3240;3254;3262;3267;3272;3274;3275;3276;3276;3276;3276;3276;3276;3276;3276
275;197;62;122;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;724;840;958;978;1086;1211;1271;1340;1422;1485;1585;1757;1817;1824;1928;2006;2103;2197;2292;2404;2458;2623;2690;2833;2915;2938;3044;3140;3187;3256;3364;3425;3605;3678;3714;3846;3931;4076;4175;4221;4303;4418;4481;4535;4662;4732;4897;4977;5009;5119;5214;5255;5334;5444;5499;5666;5739;5769;5876;5964;6086;6186;6228;6298;6400;6508;6611;6718;6816;6897;7010;7088;7190;7309;7425;7469;7558;7616;7691;7738;7784;7825;7862;7889;7906;7917;7926;7932;7933;7933;7933;7933;7933
276;9;117;113;1;0;0.523599;0.785398;2;1;93;203;263;365;488;571;657;697;800;906;924;1019;1132;1185;1245;1316;1367;1453;1596;1640;1646;1732;1789;1867;1938;2010;2093;2127;2243;2287;2384;2440;2453;2521;2585;2616;2660;2734;2774;2878;2927;2941;3013;3064;3139;3193;3222;3255;3313;3352;3367;3424;3465;3524;3565;3572;3610;3653;3670;3692;3736;3760;3811;3842;3843;3877;3905;3934;3963;3973;3986;4016;4035;4060;4075;4098;4114;4132;4151;4163;4186;4208;4214;4230;4238;4254;4258;4274;4284;4294;4301;4309;4317;4324;4331;4337;4344;4348;4355;4359
277;52;68;148;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1695;1899;1971;1979;2105;2197;2314;2428;2542;2677;2744;2936;3025;3198;3309;3338;3465;3595;3660;3743;3892;3979;4208;4315;4355;4531;4651;4837;4963;5021;5124;5270;5353;5416;5578;5672;5880;5987;6026;6172;6299;6354;6463;6608;6678;6904;6996;7035;7190;7297;7469;7594;7642;7734;7867;7993;8128;8251;8374;8471;8607;8711;8835;8991;9151;9213;9353;9465;9614;9714;9816;9941;10076;10185;10274;10344;10397;10461;10498;10510;10512;10512;10512
278;151;151;44;0;0;0.523599;0.785398;2;1;93;195;247;335;437;507;580;610;691;768;777;847;927;963;1002;1049;1081;1141;1234;1262;1266;1326;1366;1413;1463;1505;1564;1581;1667;1693;1765;1798;1806;1852;1892;1904;1933;1977;1994;2061;2085;2099;2145;2176;2226;2262;2276;2307;2345;2366;2388;2430;2455;2510;2537;2550;2583;2612;2625;2652;2683;2697;2751;2765;2782;2809;2823;2862;2880;2894;2914;2935;2962;2980;2998;3014;3020;3041;3048;3070;3086;3104;3109;3126;3141;3150;3166;3177;3187;3205;3222;3238;3254;3268;3282;3305;3327;3348;3379;3383
279;82;148;14;1;0;0.523599;0.785398;2;1;93;202;260;351;463;539;618;657;753;851;870;961;1074;1126;1185;1254;1309;1396;1547;1597;1603;1693;1759;1844;1927;2014;2114;2160;2303;2362;2491;2563;2582;2675;2762;2802;2865;2965;3017;3177;3242;3272;3388;3465;3590;3674;3710;3785;3888;3940;3990;4106;4167;4316;4382;4410;4502;4574;4603;4670;4751;4789;4916;4964;4985;5066;5120;5206;5267;5291;5340;5403;5467;5532;5591;5652;5703;5764;5814;5868;5948;6023;6057;6114;6158;6241;6282;6351;6408;6482;6547;6607;6666;6727;6799;6875;6921;6938;6939;6939
280;178;13;111;1;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;726;843;963;986;1093;1225;1291;1360;1446;1507;1613;1788;1851;1857;1961;2043;2138;2238;2331;2444;2502;2657;2734;2872;2965;2988;3092;3194;3247;3309;3428;3494;3676;3754;3784;3922;4007;4147;4248;4293;4374;4493;4562;4609;4737;4816;4970;5056;5087;5190;5287;5328;5409;5516;5567;5729;5798;5829;5937;6017;6141;6228;6262;6337;6428;6530;6626;6720;6816;6887;6998;7075;7172;7292;7432;7483;7597;7682;7824;7906;8021;8131;8273;8400;8526;8607;8667;8723;8777;8818;8851;8879;8893
281;160;199;93;1;0;0.523599;0.785398;2;1;93;203;261;354;469;545;625;664;763;864;883;976;1087;1139;1201;1271;1326;1415;1568;1617;1623;1718;1783;1872;1956;2041;2143;2190;2343;2404;2540;2616;2634;2736;2829;2867;2936;3047;3098;3277;3341;3376;3505;3583;3720;3813;3854;3935;4049;4107;4161;4293;4360;4524;4600;4634;4745;4833;4872;4958;5059;5101;5275;5326;5371;5480;5540;5671;5744;5781;5856;5938;6034;6119;6203;6286;6342;6440;6503;6588;6688;6792;6832;6920;6996;7095;7164;7238;7310;7405;7492;7568;7637;7696;7764;7835;7890;7945;7986;7995
282;132;149;162;0;0;0.523599;0.785398;2;1;93;203;263;365;493;582;675;723;837;952;976;1082;1211;1275;1343;1427;1490;1594;1765;1825;1832;1936;2015;2112;2208;2306;2423;2479;2649;2720;2875;2967;2992;3105;3218;3267;3346;3480;3545;3761;3844;3883;4046;4145;4323;4442;4493;4601;4744;4816;4889;5050;5133;5350;5449;5497;5646;5770;5826;5944;6088;6155;6399;6488;6543;6694;6799;6988;7108;7162;7275;7410;7561;7704;7850;7993;8097;8269;8385;8546;8742;8955;9033;9213;9353;9562;9700;9855;10019;10221;10397;10555;10688;10804;10955;11071;11157;11210;11234;11234
283;171;64;134;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1257;1329;1407;1503;1575;1689;1881;1949;1956;2073;2162;2273;2385;2492;2623;2689;2874;2961;3127;3235;3262;3388;3511;3573;3658;3805;3889;4123;4227;4269;4444;4560;4751;4888;4952;5065;5234;5327;5400;5594;5701;5956;6083;6137;6314;6472;6544;6681;6870;6963;7278;7399;7465;7673;7807;8054;8215;8288;8438;8622;8816;9012;9202;9398;9535;9762;9911;10120;10361;10602;10681;10878;11019;11199;11327;11455;11572;11707;11814;11898;11971;12029;12096;12148;12183;12195;12195;12195
284;11;109;114;1;0;0.523599;0.785398;2;1;93;203;263;364;481;558;634;664;748;828;840;911;988;1022;1064;1110;1143;1196;1285;1318;1320;1369;1408;1445;1487;1525;1570;1602;1658;1692;1735;1769;1782;1813;1846;1873;1888;1925;1950;2004;2025;2034;2075;2097;2139;2164;2179;2196;2223;2242;2252;2286;2303;2338;2356;2361;2384;2403;2409;2425;2451;2459;2495;2503;2505;2523;2533;2547;2560;2562;2569;2583;2591;2600;2607;2612;2620;2625;2634;2638;2645;2651;2655;2659;2665;2670;2674;2678;2683;2688;2692;2696;2699;2702;2707;2709;2712;2712;2713;2713
285;81;21;27;0;0;0.523599;0.785398;2;1;93;203;263;365;493;583;679;727;847;973;997;1113;1255;1327;1403;1498;1568;1682;1875;1942;1949;2065;2151;2258;2364;2470;2596;2657;2840;2921;3082;3184;3210;3328;3450;3506;3586;3729;3805;4020;4114;4150;4310;4416;4582;4700;4752;4844;4981;5057;5113;5265;5345;5524;5616;5648;5769;5870;5911;5998;6113;6159;6334;6392;6431;6532;6598;6709;6783;6813;6877;6951;7029;7100;7166;7228;7263;7342;7379;7443;7505;7574;7596;7659;7709;7766;7816;7864;7916;7985;8045;8098;8150;8201;8277;8348;8440;8539;8664;8739
286;7;134;191;1;0;0.523599;0.785398;2;1;93;203;263;365;493;581;674;720;832;946;968;1072;1199;1264;1330;1412;1471;1570;1733;1792;1798;1896;1969;2060;2147;2236;2338;2386;2527;2582;2704;2774;2792;2880;2958;2993;3052;3148;3191;3342;3396;3423;3529;3592;3696;3767;3799;3859;3947;3992;4034;4133;4183;4310;4372;4399;4485;4556;4587;4651;4740;4780;4920;4971;5003;5095;5158;5268;5338;5370;5427;5503;5584;5660;5735;5804;5862;5940;5998;6065;6155;6242;6282;6355;6416;6496;6535;6591;6629;6674;6704;6718;6727;6733;6737;6740;6741;6741;6741;6741
287;0;154;21;1;0;0.523599;0.785398;2;1;93;203;263;361;477;557;639;680;781;884;904;998;1114;1170;1231;1304;1360;1451;1606;1661;1667;1760;1830;1914;2000;2081;2184;2225;2371;2422;2548;2610;2626;2717;2788;2824;2887;2965;3012;3145;3201;3230;3319;3381;3487;3555;3590;3649;3726;3773;3809;3890;3944;4057;4114;4143;4209;4275;4311;4361;4426;4467;4558;4601;4617;4669;4713;4772;4815;4832;4858;4898;4934;4968;5000;5031;5053;5078;5101;5123;5150;5178;5186;5206;5219;5241;5250;5265;5280;5295;5307;5320;5332;5341;5355;5367;5381;5394;5405;5409
